numero_onda,transmitancia
4000.3653337955498,99.70556127898291
3999.433758467074,99.7816837088011
3998.5021831385975,99.7812157432337
3997.5706078101207,99.80355149270599
3996.639032481645,99.7420209513261
3995.7074571531675,99.7176587727458
3994.7758818246916,99.78839146018959
3993.8443064962157,99.78250910737391
3992.9127311677394,99.7675955002639
3991.9811558392626,99.7715402629842
3991.0495805107867,99.74515517631251
3990.1180051823108,99.676934992172
3989.1864298538344,99.6464825753702
3988.2548545253576,99.7257998120714
3987.3232791968812,99.75957571174541
3986.3917038684053,99.7281078920233
3985.460128539929,99.7753785379444
3984.528553211452,99.7603634014464
3983.5969778829763,99.7021499041288
3982.6654025545,99.6953879134964
3981.733827226023,99.70984906597741
3980.8022518975463,99.7432173500615
3979.8706765690704,99.7184671786672
3978.939101240594,99.7112878616309
3978.007525912117,99.71856580709591
3977.075950583641,99.7038639883738
3976.144375255165,99.7030444126297
3975.212799926689,99.6527606933175
3974.2812245982122,99.68062175370991
3973.349649269736,99.79126179609881
3972.41807394126,99.75529729708401
3971.486498612783,99.7140142133898
3970.5549232843073,99.6739457448947
3969.6233479558314,99.6657044076948
3968.691772627354,99.7215471638682
3967.7601972988778,99.79965900327039
3966.8286219704014,99.7314669190501
3965.897046641925,99.70460151777658
3964.965471313449,99.7528360540383
3964.033895984972,99.7268265655838
3963.102320656496,99.7306208143469
3962.17074532802,99.74264398979
3961.239169999543,99.6142837105079
3960.307594671067,99.59209192879999
3959.376019342591,99.6681827191347
3958.4444440141137,99.6557614333058
3957.512868685638,99.6195938206113
3956.581293357161,99.6664783672485
3955.649718028685,99.6787279862914
3954.718142700209,99.71876314048251
3953.786567371733,99.7178300828611
3952.854992043256,99.6570312951668
3951.92341671478,99.6320610944871
3950.991841386303,99.6705488946457
3950.060266057827,99.6898550786781
3949.128690729351,99.68178750726909
3948.1971154008734,99.6771068220891
3947.265540072398,99.6649895143941
3946.3339647439216,99.6327902643566
3945.4023894154448,99.62302624996441
3944.470814086969,99.6340634876432
3943.539238758493,99.6561679000235
3942.6076634300157,99.71112474155659
3941.67608810154,99.7440115223069
3940.744512773064,99.696523040976
3939.8129374445866,99.6525174081642
3938.8813621161107,99.664804849529
3937.9497867876335,99.6881382016191
3937.0182114591576,99.7499700829679
3936.0866361306817,99.75964097921471
3935.1550608022053,99.71765353758128
3934.2234854737294,99.68943500512371
3933.2919101452535,99.691122341145
3932.3603348167762,99.7007618967984
3931.4287594883003,99.7051910361632
3930.4971841598244,99.70663369499322
3929.565608831347,99.77975808840309
3928.6340335028713,99.83956450714192
3927.7024581743945,99.79331439636091
3926.770882845918,99.7073525414991
3925.8393075174413,99.6574958478072
3924.907732188965,99.65233032626341
3923.976156860489,99.6191641955952
3923.044581532013,99.61336707796092
3922.113006203536,99.62012460239589
3921.1814308750604,99.65135539971729
3920.249855546584,99.7074013764449
3919.3182802181072,99.6875082683597
3918.386704889631,99.6584658505409
3917.455129561155,99.6689632461171
3916.523554232678,99.66378038774971
3915.5919789042023,99.6410363995678
3914.660403575726,99.6827495226799
3913.728828247249,99.7281920434499
3912.797252918773,99.7630993178426
3911.865677590296,99.76248243347
3910.93410226182,99.7346136880767
3910.002526933344,99.74969128008209
3909.070951604867,99.80065735613941
3908.139376276391,99.723936740772
3907.2078009479146,99.7037350208886
3906.2762256194383,99.76893671944642
3905.344650290962,99.761536064552
3904.4130749624856,99.76898863482029
3903.4814996340087,99.6964922134189
3902.549924305533,99.6783272651076
3901.618348977057,99.7144723698748
3900.6867736485797,99.74867031254
3899.755198320104,99.75318428839809
3898.8236229916274,99.7390963056432
3897.892047663151,99.6875239487985
3896.9604723346747,99.67553859294772
3896.028897006199,99.7613855116298
3895.097321677722,99.81964795710431
3894.1657463492456,99.79884100207359
3893.234171020769,99.6795047926529
3892.302595692293,99.6548525148122
3891.371020363817,99.66511401434391
3890.4394450353398,99.7152779136873
3889.507869706864,99.7837817221677
3888.576294378388,99.8338916482561
