numero_onda,transmitancia
4000.3653337955498,99.8232510304895
3999.433758467074,99.8279971030113
3998.5021831385975,99.8866906946968
3997.5706078101207,99.89078570453121
3996.639032481645,99.90133114955009
3995.7074571531675,99.88228247166141
3994.7758818246916,99.8119240347019
3993.8443064962157,99.800056783102
3992.9127311677394,99.8098149764381
3991.9811558392626,99.8543555221334
3991.0495805107867,99.94533163739719
3990.1180051823108,99.91241472835578
3989.1864298538344,99.8494256578438
3988.2548545253576,99.81834773903601
3987.3232791968812,99.8043399678944
3986.3917038684053,99.8500381002071
3985.460128539929,99.86296687440651
3984.528553211452,99.86501115417809
3983.5969778829763,99.80149625833842
3982.6654025545,99.77851632692258
3981.733827226023,99.8268949493575
3980.8022518975463,99.84386723340029
3979.8706765690704,99.8643834814392
3978.939101240594,99.86355520678171
3978.007525912117,99.86536488053049
3977.075950583641,99.8762915243613
3976.144375255165,99.89271689113501
3975.212799926689,99.86379111950329
3974.2812245982122,99.81600565468271
3973.349649269736,99.84280465679241
3972.41807394126,99.8327711904314
3971.486498612783,99.7778311066724
3970.5549232843073,99.756868389709
3969.6233479558314,99.7894964616148
3968.691772627354,99.7988451686863
3967.7601972988778,99.7915753919896
3966.8286219704014,99.7867687877633
3965.897046641925,99.79518015909201
3964.965471313449,99.853091966777
3964.033895984972,99.85308700667329
3963.102320656496,99.85950958774549
3962.17074532802,99.88333756113319
3961.239169999543,99.85607258485771
3960.307594671067,99.8247629122604
3959.376019342591,99.8278217736873
3958.4444440141137,99.8005794993045
3957.512868685638,99.8027472797109
3956.581293357161,99.792403006341
3955.649718028685,99.7870267586731
3954.718142700209,99.767071305778
3953.786567371733,99.775847109078
3952.854992043256,99.85012325949499
3951.92341671478,99.7904893641683
3950.991841386303,99.72904624959179
3950.060266057827,99.81719586078042
3949.128690729351,99.85646417567959
3948.1971154008734,99.8440935983028
3947.265540072398,99.829912683859
3946.3339647439216,99.8665893134457
3945.4023894154448,99.89522176458891
3944.470814086969,99.8849717883506
3943.539238758493,99.82353766793591
3942.6076634300157,99.8105649548292
3941.67608810154,99.8580341592377
3940.744512773064,99.7712279488525
3939.8129374445866,99.7437902618453
3938.8813621161107,99.750479231351
3937.9497867876335,99.75599605103649
3937.0182114591576,99.7491453476847
3936.0866361306817,99.781688699249
3935.1550608022053,99.80369681479851
3934.2234854737294,99.85102342232192
3933.2919101452535,99.9029921730888
3932.3603348167762,99.911587205056
3931.4287594883003,99.91367698720471
3930.4971841598244,99.8765478345822
3929.565608831347,99.75989149344
3928.6340335028713,99.75508325219971
3927.7024581743945,99.8397518581118
3926.770882845918,99.85834050789671
3925.8393075174413,99.8626334273534
3924.907732188965,99.8100574842778
3923.976156860489,99.7817628487333
3923.044581532013,99.83140377589109
3922.113006203536,99.866779369407
3921.1814308750604,99.8726783341927
3920.249855546584,99.9634616009206
3919.3182802181072,99.9611700346892
3918.386704889631,99.8765514720208
3917.455129561155,99.8372375398041
3916.523554232678,99.7634787131327
3915.5919789042023,99.72383500840559
3914.660403575726,99.7552047200687
3913.728828247249,99.8180996410329
3912.797252918773,99.8307862656835
3911.865677590296,99.8163023728463
3910.93410226182,99.82020506312891
3910.002526933344,99.802999823179
3909.070951604867,99.8037502504787
3908.139376276391,99.87236365705499
3907.2078009479146,100.011857000991
3906.2762256194383,99.94729435126871
3905.344650290962,99.9468234355174
3904.4130749624856,99.90310691177109
3903.4814996340087,99.8077467932563
3902.549924305533,99.97032136833359
3901.618348977057,99.9723238982678
3900.6867736485797,99.90002593558219
3899.755198320104,99.9079757089513
3898.8236229916274,99.8833359948839
3897.892047663151,99.8865838054471
3896.9604723346747,99.85165161967171
3896.028897006199,99.7521914241271
3895.097321677722,99.7625762888147
3894.1657463492456,99.9040262220307
3893.234171020769,99.8998547857638
3892.302595692293,99.9010154077553
3891.371020363817,99.8613245463023
3890.4394450353398,99.7498201570945
3889.507869706864,99.755210447699
3888.576294378388,99.9675884588582
3887.6447190499107,100.010046256561
3886.713143721435,99.977854653172
3885.7815683929584,99.95788861689209
3884.8499930644816,99.86098819723749
3883.9184177360053,99.9020184812035
3882.9868424075294,100.030966095783
3882.0552670790526,99.9999247375623
3881.1236917505767,99.9749424394031
3880.1921164221003,99.8918345460361
3879.2605410936244,99.73395035481529
3878.3289657651476,99.7181303840633
3877.3973904366712,99.9386770622183
3876.4658151081953,99.95689473878599
3875.5342397797194,99.81423029621149
3874.602664451242,99.76220615575691
3873.6710891227663,99.8549236073675
3872.7395137942895,100.183384515142
3871.807938465813,100.201670022883
3870.876363137337,100.029632350681
3869.9447878088613,99.8489609143293
3869.013212480384,99.75668657856899
3868.081637151908,99.8114120403853
3867.150061823431,99.80099512548028
3866.218486494955,99.8008610440687
3865.286911166479,99.9922659517704
3864.355335838002,100.137623863072
3863.423760509526,100.008717839132
3862.49218518105,99.7858748680728
3861.560609852573,99.7731217001842
3860.6290345240973,99.88962903694559
3859.697459195621,99.84556619948059
3858.765883867144,99.6756833909725
3857.834308538668,99.76430102241909
3856.9027332101923,100.046494642314
3855.971157881715,100.18167113297702
3855.039582553239,100.342124105822
3854.1080072247614,100.188100005734
3853.176431896286,99.97668752734769
3852.2448565678096,99.94468463393092
3851.313281239333,99.9272839535091
3850.381705910857,99.92380798139031
3849.450130582381,99.8847063898061
3848.5185552539037,99.77316592084179
3847.586979925428,99.808062247394
3846.655404596952,99.93418593048392
3845.7238292684747,99.82710783948392
3844.792253939999,99.7383672730814
3843.8606786115215,99.91276066639419
3842.929103283046,99.8826956396647
3841.9975279545697,99.83503704542059
3841.0659526260933,100.05549499522499
3840.134377297617,100.04389418073299
3839.202801969141,99.8575370552248
3838.2712266406643,99.9940959520645
3837.339651312188,99.9421970976157
3836.408075983712,99.73548577922291
3835.4765006552348,99.81756613941879
3834.544925326759,99.9794338148448
3833.6133499982825,99.9582144528982
3832.6817746698057,99.8616199554379
3831.75019934133,99.74348324281229
3830.818624012853,99.69517299785579
3829.8870486843766,99.77861598754009
3828.9554733559007,99.8624063526528
3828.023898027424,99.87911441710541
3827.0923226989476,99.83675682105431
3826.1607473704717,99.7726011157479
3825.2291720419953,99.880825198462
3824.2975967135194,100.03386197331801
3823.3660213850426,100.075032553965
3822.4344460565667,100.025287009213
3821.5028707280894,99.9391831060462
3820.5712953996135,99.7421928501973
3819.639720071137,99.80697250113909
3818.7081447426613,100.03221973003201
3817.7765694141854,99.9927565013924
3816.844994085708,99.8622451782995
3815.913418757232,99.760028808122
3814.981843428755,99.74565765221969
3814.050268100279,99.83435486521878
3813.118692771802,99.80670609448731
3812.1871174433263,99.7165657517646
3811.25554211485,99.66329261180759
3810.323966786373,99.8162250817298
3809.392391457897,99.9748227999797
3808.460816129421,99.9254612837682
3807.529240800945,99.819777369287
3806.597665472468,99.769430066616
3805.666090143992,99.8461949898336
3804.734514815516,100.068482648111
3803.802939487039,100.091539568937
3802.8713641585628,99.90850549246642
3801.939788830087,99.81359983990629
3801.00821350161,99.73591174417129
3800.0766381731337,99.80928830533091
3799.145062844657,99.91022046559411
3798.213487516181,99.8227059372
3797.281912187705,99.73896679168399
3796.350336859228,99.7672316420883
3795.418761530752,99.74316379939259
3794.487186202276,99.7101872097892
3793.5556108737987,99.68570608904041
3792.624035545323,99.6849380579964
3791.692460216847,99.69604242537892
3790.7608848883706,99.67766321551011
3789.8293095598938,99.63229134138001
3788.8977342314174,99.64289601603909
3787.966158902941,99.69114739352379
3787.0345835744647,99.697791943612
3786.1030082459883,99.6610275318137
3785.171432917512,99.6787055168353
3784.239857589036,99.6785976547198
3783.3082822605593,99.5996989758889
3782.376706932083,99.6709004875482
3781.445131603607,99.69267292913429
